arch_config,gpu latency,cpu latency
"{'wid': None, 'ks': [7, 7, 5, 7, 7, 7, 3, 3, 5, 5, 5, 3, 7, 7, 7, 7, 3, 3, 5, 3], 'e': [6, 3, 3, 6, 4, 6, 3, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 3, 6, 6], 'd': [3, 2, 4, 4, 4], 'r': [208]}",16.23,49.94
"{'wid': None, 'ks': [5, 7, 3, 3, 7, 5, 7, 3, 7, 7, 3, 7, 5, 3, 7, 7, 7, 7, 5, 7], 'e': [6, 4, 4, 4, 3, 3, 3, 6, 4, 3, 3, 6, 3, 6, 6, 4, 3, 3, 6, 6], 'd': [3, 2, 4, 3, 3], 'r': [224]}",13.42,46.03
"{'wid': None, 'ks': [5, 7, 7, 3, 3, 5, 5, 7, 5, 3, 7, 5, 5, 5, 3, 5, 5, 7, 7, 7], 'e': [6, 6, 4, 3, 4, 6, 4, 6, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 6], 'd': [3, 2, 4, 3, 2], 'r': [160]}",12.85,31.93
"{'wid': None, 'ks': [5, 7, 5, 5, 3, 7, 7, 7, 7, 5, 7, 5, 5, 3, 3, 7, 5, 5, 3, 3], 'e': [3, 4, 6, 3, 6, 6, 3, 6, 3, 6, 6, 4, 6, 3, 6, 6, 3, 3, 4, 6], 'd': [3, 3, 2, 3, 3], 'r': [176]}",13.58,35.98
"{'wid': None, 'ks': [7, 7, 5, 7, 5, 5, 3, 5, 5, 3, 3, 3, 5, 5, 7, 7, 7, 7, 5, 3], 'e': [4, 4, 6, 3, 6, 6, 6, 4, 6, 3, 4, 4, 4, 4, 6, 3, 6, 3, 4, 6], 'd': [2, 4, 2, 4, 2], 'r': [160]}",13.73,33.73
"{'wid': None, 'ks': [7, 5, 5, 3, 3, 5, 7, 3, 3, 7, 5, 5, 3, 3, 3, 3, 3, 5, 5, 3], 'e': [4, 6, 4, 6, 4, 6, 4, 3, 4, 3, 6, 3, 4, 6, 6, 3, 6, 6, 4, 3], 'd': [4, 4, 2, 3, 2], 'r': [224]}",13.87,51.87
"{'wid': None, 'ks': [7, 5, 3, 5, 3, 3, 3, 7, 3, 3, 5, 7, 5, 3, 3, 7, 5, 3, 5, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 6, 4, 3, 4, 6, 4, 6, 3, 3, 4, 6, 3, 3], 'd': [2, 3, 3, 3, 2], 'r': [224]}",15.46,41.42
"{'wid': None, 'ks': [3, 5, 3, 3, 3, 5, 3, 5, 3, 7, 5, 7, 5, 3, 5, 5, 7, 3, 5, 3], 'e': [3, 3, 4, 3, 6, 6, 4, 4, 6, 3, 6, 4, 4, 3, 6, 6, 3, 6, 6, 4], 'd': [4, 3, 2, 2, 2], 'r': [192]}",14.32,38.04
"{'wid': None, 'ks': [7, 5, 3, 3, 7, 3, 3, 5, 7, 3, 3, 5, 3, 7, 5, 5, 5, 7, 7, 3], 'e': [3, 4, 4, 4, 6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 6, 6, 3, 4, 4, 6], 'd': [2, 4, 4, 3, 4], 'r': [208]}",16.6,48.78
"{'wid': None, 'ks': [7, 7, 7, 7, 7, 7, 7, 7, 3, 3, 5, 3, 7, 5, 7, 7, 3, 5, 3, 5], 'e': [4, 4, 3, 3, 6, 3, 4, 6, 6, 6, 3, 4, 4, 6, 6, 4, 3, 6, 3, 4], 'd': [2, 2, 4, 4, 3], 'r': [176]}",13.68,37.82
"{'wid': None, 'ks': [3, 3, 3, 5, 3, 3, 3, 7, 5, 7, 7, 5, 5, 7, 5, 3, 3, 5, 3, 3], 'e': [3, 4, 3, 4, 4, 3, 3, 6, 3, 6, 3, 3, 4, 6, 3, 3, 4, 4, 4, 6], 'd': [3, 3, 4, 4, 4], 'r': [176]}",16.84,41.56
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 7, 7, 3, 7, 7, 5, 5, 3, 7, 3, 7, 7, 3, 5, 7], 'e': [3, 3, 3, 3, 6, 4, 3, 6, 4, 4, 4, 3, 4, 6, 6, 6, 6, 3, 4, 3], 'd': [3, 2, 2, 3, 4], 'r': [208]}",13.57,42.54
"{'wid': None, 'ks': [3, 7, 7, 7, 7, 5, 3, 7, 3, 7, 5, 5, 3, 3, 7, 3, 7, 3, 3, 3], 'e': [4, 3, 6, 4, 3, 3, 6, 6, 6, 4, 6, 6, 4, 4, 3, 3, 6, 6, 3, 3], 'd': [3, 2, 2, 4, 3], 'r': [192]}",12.85,37.53
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 7, 7, 3, 3, 5, 7, 3, 7, 5, 7, 3, 5, 3, 3, 3], 'e': [6, 3, 6, 4, 4, 3, 3, 6, 4, 6, 6, 3, 6, 3, 4, 6, 4, 3, 3, 4], 'd': [4, 4, 4, 4, 4], 'r': [176]}",21.59,50.53
"{'wid': None, 'ks': [3, 3, 5, 5, 5, 7, 7, 5, 5, 5, 5, 7, 3, 3, 7, 7, 5, 7, 3, 5], 'e': [6, 6, 6, 6, 6, 6, 6, 3, 4, 3, 4, 3, 6, 4, 3, 3, 4, 3, 4, 4], 'd': [4, 4, 2, 2, 3], 'r': [208]}",13.26,47.13
"{'wid': None, 'ks': [3, 7, 5, 5, 7, 7, 7, 3, 5, 5, 3, 3, 5, 5, 3, 5, 5, 3, 5, 3], 'e': [6, 6, 6, 3, 3, 6, 6, 6, 4, 6, 6, 3, 6, 4, 3, 6, 6, 3, 4, 6], 'd': [2, 2, 2, 2, 4], 'r': [224]}",12.26,42.82
"{'wid': None, 'ks': [5, 5, 5, 5, 5, 5, 3, 5, 7, 7, 3, 3, 5, 3, 5, 3, 7, 3, 3, 5], 'e': [6, 6, 6, 4, 4, 3, 3, 4, 4, 4, 6, 3, 6, 3, 4, 6, 4, 6, 3, 4], 'd': [3, 4, 2, 3, 2], 'r': [208]}",13.19,47.13
"{'wid': None, 'ks': [5, 7, 7, 3, 5, 3, 7, 3, 5, 5, 3, 3, 7, 7, 7, 7, 5, 3, 5, 3], 'e': [3, 6, 3, 4, 6, 6, 4, 3, 6, 6, 4, 3, 3, 4, 6, 4, 4, 4, 3, 6], 'd': [4, 4, 4, 3, 2], 'r': [160]}",14.99,37.26
"{'wid': None, 'ks': [5, 3, 3, 5, 7, 7, 7, 5, 7, 7, 5, 7, 5, 3, 3, 5, 7, 7, 7, 7], 'e': [6, 3, 4, 6, 6, 4, 4, 3, 3, 6, 3, 6, 4, 3, 4, 4, 6, 6, 6, 6], 'd': [2, 3, 2, 3, 3], 'r': [224]}",12.39,43.3
"{'wid': None, 'ks': [5, 7, 3, 3, 7, 7, 7, 5, 3, 3, 3, 7, 5, 5, 3, 5, 3, 3, 7, 7], 'e': [4, 4, 6, 3, 3, 3, 3, 3, 3, 4, 4, 3, 4, 6, 6, 4, 6, 3, 3, 3], 'd': [3, 4, 3, 2, 4], 'r': [224]}",18.22,48.69
"{'wid': None, 'ks': [3, 3, 7, 7, 5, 7, 3, 3, 5, 5, 5, 7, 3, 5, 7, 7, 7, 7, 3, 3], 'e': [6, 6, 4, 6, 3, 3, 3, 3, 4, 6, 4, 4, 4, 6, 4, 6, 3, 3, 4, 6], 'd': [2, 2, 3, 3, 3], 'r': [176]}",12.92,36.23
"{'wid': None, 'ks': [3, 7, 3, 3, 7, 3, 5, 7, 7, 5, 3, 5, 3, 7, 7, 7, 3, 3, 7, 5], 'e': [3, 6, 3, 6, 6, 3, 6, 4, 4, 3, 4, 6, 6, 4, 3, 4, 6, 3, 3, 6], 'd': [4, 3, 3, 2, 3], 'r': [224]}",13.09,46.31
"{'wid': None, 'ks': [5, 3, 7, 3, 7, 7, 5, 7, 7, 5, 5, 3, 3, 3, 5, 5, 5, 7, 5, 7], 'e': [6, 4, 6, 3, 3, 4, 3, 6, 3, 6, 3, 3, 6, 3, 3, 4, 4, 3, 3, 3], 'd': [3, 4, 4, 3, 3], 'r': [176]}",18.25,42.57
"{'wid': None, 'ks': [3, 7, 5, 3, 3, 3, 7, 3, 7, 5, 3, 5, 7, 5, 5, 5, 5, 3, 5, 7], 'e': [3, 3, 3, 6, 4, 6, 6, 3, 3, 4, 4, 4, 6, 4, 3, 4, 4, 6, 4, 4], 'd': [2, 4, 4, 4, 4], 'r': [208]}",20.59,50.18
"{'wid': None, 'ks': [3, 3, 5, 3, 5, 7, 5, 7, 5, 7, 5, 7, 3, 7, 3, 7, 5, 5, 3, 7], 'e': [6, 4, 4, 4, 3, 4, 4, 3, 4, 6, 6, 4, 6, 6, 3, 4, 3, 6, 4, 6], 'd': [3, 3, 3, 4, 4], 'r': [208]}",22.17,59.14
"{'wid': None, 'ks': [5, 7, 3, 3, 5, 5, 5, 3, 3, 7, 5, 3, 7, 5, 3, 5, 7, 7, 7, 3], 'e': [4, 3, 4, 4, 4, 4, 6, 4, 4, 6, 3, 3, 6, 6, 6, 3, 3, 3, 6, 6], 'd': [4, 3, 3, 4, 2], 'r': [192]}",13.95,41.42
"{'wid': None, 'ks': [7, 3, 3, 5, 3, 5, 5, 7, 7, 3, 3, 7, 3, 3, 3, 7, 3, 7, 3, 7], 'e': [4, 4, 4, 6, 3, 4, 3, 4, 3, 4, 6, 3, 4, 4, 6, 3, 4, 4, 3, 4], 'd': [2, 4, 2, 2, 3], 'r': [208]}",12.78,36.41
"{'wid': None, 'ks': [7, 7, 7, 7, 3, 3, 5, 5, 7, 5, 7, 3, 3, 7, 5, 7, 5, 3, 3, 5], 'e': [3, 3, 6, 4, 4, 6, 4, 6, 4, 6, 3, 6, 4, 6, 4, 6, 6, 3, 4, 6], 'd': [2, 4, 2, 3, 2], 'r': [160]}",13.18,34.92
"{'wid': None, 'ks': [5, 7, 5, 5, 5, 5, 3, 3, 7, 3, 3, 5, 5, 7, 3, 7, 7, 5, 5, 7], 'e': [3, 3, 3, 6, 6, 4, 6, 3, 6, 4, 3, 6, 4, 3, 6, 6, 4, 6, 6, 6], 'd': [3, 3, 2, 3, 4], 'r': [192]}",14.44,41.81
"{'wid': None, 'ks': [5, 7, 5, 3, 5, 7, 7, 5, 5, 5, 5, 5, 5, 3, 5, 7, 7, 3, 5, 5], 'e': [3, 4, 6, 6, 4, 6, 4, 4, 6, 3, 4, 4, 3, 6, 4, 3, 3, 3, 6, 3], 'd': [2, 4, 3, 2, 3], 'r': [208]}",15.92,41.2
"{'wid': None, 'ks': [5, 7, 7, 3, 7, 7, 7, 5, 5, 3, 3, 5, 7, 5, 5, 5, 5, 3, 5, 3], 'e': [4, 4, 3, 4, 6, 3, 4, 4, 3, 6, 6, 6, 6, 6, 3, 4, 4, 4, 4, 6], 'd': [4, 4, 2, 4, 3], 'r': [208]}",16.78,50.47
"{'wid': None, 'ks': [5, 7, 5, 5, 5, 5, 7, 7, 3, 5, 3, 5, 3, 7, 3, 3, 5, 5, 3, 5], 'e': [6, 6, 4, 4, 3, 4, 6, 4, 6, 6, 3, 4, 3, 3, 3, 6, 3, 6, 3, 6], 'd': [2, 4, 2, 3, 4], 'r': [160]}",14.15,35.46
"{'wid': None, 'ks': [5, 5, 3, 3, 7, 5, 7, 7, 7, 7, 7, 5, 7, 3, 3, 7, 7, 7, 7, 7], 'e': [6, 6, 6, 3, 6, 4, 3, 4, 3, 6, 3, 3, 4, 4, 4, 4, 6, 6, 4, 4], 'd': [4, 2, 3, 2, 3], 'r': [224]}",12.22,47.79
"{'wid': None, 'ks': [5, 3, 7, 5, 7, 7, 3, 3, 3, 7, 3, 5, 7, 7, 3, 3, 7, 3, 7, 7], 'e': [4, 6, 6, 6, 3, 6, 4, 3, 4, 4, 6, 3, 4, 4, 3, 6, 3, 3, 6, 3], 'd': [4, 4, 2, 2, 3], 'r': [192]}",17.19,45.24
"{'wid': None, 'ks': [3, 5, 3, 5, 3, 3, 7, 5, 7, 7, 7, 3, 5, 7, 5, 7, 3, 7, 7, 5], 'e': [3, 3, 3, 3, 6, 6, 6, 3, 4, 3, 6, 6, 4, 4, 4, 6, 6, 6, 4, 4], 'd': [4, 3, 4, 2, 3], 'r': [160]}",16.74,38.97
"{'wid': None, 'ks': [7, 3, 7, 5, 5, 5, 7, 7, 7, 5, 5, 5, 5, 7, 5, 3, 5, 7, 3, 3], 'e': [6, 3, 3, 3, 6, 3, 3, 4, 6, 6, 3, 4, 6, 3, 6, 6, 6, 3, 3, 6], 'd': [3, 4, 4, 3, 2], 'r': [160]}",14.51,36.04
"{'wid': None, 'ks': [3, 3, 5, 3, 7, 7, 7, 5, 5, 5, 3, 3, 7, 3, 5, 7, 3, 7, 7, 5], 'e': [4, 6, 4, 3, 3, 3, 3, 3, 3, 6, 6, 3, 6, 3, 6, 3, 4, 4, 3, 6], 'd': [4, 4, 3, 2, 4], 'r': [192]}",15.75,43.9
"{'wid': None, 'ks': [3, 5, 3, 3, 3, 7, 3, 3, 3, 7, 3, 7, 3, 3, 5, 7, 3, 3, 7, 5], 'e': [3, 6, 6, 6, 4, 4, 6, 3, 3, 3, 6, 4, 4, 3, 4, 4, 6, 3, 6, 6], 'd': [4, 2, 3, 2, 2], 'r': [192]}",11.36,34.99
"{'wid': None, 'ks': [3, 7, 7, 7, 3, 3, 5, 3, 7, 5, 5, 7, 3, 7, 5, 5, 7, 3, 3, 3], 'e': [3, 4, 6, 6, 6, 4, 4, 6, 3, 6, 4, 6, 3, 4, 3, 6, 3, 4, 4, 4], 'd': [2, 3, 3, 3, 3], 'r': [192]}",14.37,37.47
"{'wid': None, 'ks': [5, 7, 3, 7, 3, 3, 3, 5, 5, 5, 7, 3, 5, 3, 5, 7, 5, 5, 7, 3], 'e': [4, 6, 4, 4, 3, 6, 6, 6, 4, 3, 4, 6, 3, 3, 4, 3, 6, 3, 4, 4], 'd': [4, 4, 3, 3, 2], 'r': [176]}",14.91,40.91
"{'wid': None, 'ks': [5, 5, 5, 7, 3, 7, 5, 5, 7, 5, 3, 7, 5, 5, 5, 5, 7, 3, 3, 7], 'e': [4, 6, 4, 6, 3, 4, 4, 6, 6, 3, 4, 3, 4, 6, 3, 4, 6, 6, 4, 3], 'd': [2, 4, 4, 4, 4], 'r': [208]}",17.21,52.58
"{'wid': None, 'ks': [5, 5, 3, 7, 5, 7, 5, 3, 5, 5, 5, 7, 7, 3, 7, 5, 7, 3, 5, 7], 'e': [3, 6, 3, 4, 6, 4, 6, 4, 3, 3, 6, 6, 6, 4, 6, 6, 4, 6, 3, 3], 'd': [3, 4, 3, 3, 3], 'r': [160]}",14.59,36.65
"{'wid': None, 'ks': [5, 3, 3, 7, 7, 7, 5, 5, 7, 7, 3, 5, 3, 3, 5, 5, 3, 7, 7, 5], 'e': [6, 3, 6, 4, 6, 4, 4, 6, 4, 4, 4, 6, 6, 4, 3, 6, 6, 4, 6, 6], 'd': [2, 4, 2, 2, 2], 'r': [160]}",11.14,29.18
"{'wid': None, 'ks': [5, 5, 3, 7, 5, 3, 3, 7, 7, 3, 7, 3, 7, 5, 5, 5, 7, 3, 7, 5], 'e': [4, 3, 4, 3, 6, 6, 3, 3, 3, 6, 3, 3, 4, 3, 3, 3, 3, 3, 6, 6], 'd': [3, 3, 2, 2, 3], 'r': [208]}",12.39,42.23
"{'wid': None, 'ks': [5, 3, 5, 7, 5, 7, 7, 3, 7, 7, 3, 5, 5, 5, 3, 3, 7, 5, 7, 3], 'e': [3, 4, 6, 3, 6, 4, 3, 6, 3, 6, 6, 6, 3, 4, 4, 6, 6, 3, 6, 6], 'd': [3, 4, 4, 2, 2], 'r': [208]}",13.07,40.72
"{'wid': None, 'ks': [3, 7, 7, 3, 5, 7, 5, 5, 5, 3, 7, 7, 5, 5, 5, 3, 7, 5, 7, 3], 'e': [6, 3, 6, 4, 6, 4, 4, 6, 4, 3, 3, 4, 3, 6, 4, 6, 3, 3, 4, 4], 'd': [4, 3, 3, 3, 4], 'r': [192]}",16.14,45.99
"{'wid': None, 'ks': [5, 3, 5, 3, 3, 3, 5, 7, 5, 5, 7, 5, 7, 5, 3, 5, 3, 3, 7, 5], 'e': [3, 6, 4, 4, 6, 6, 4, 3, 3, 4, 3, 3, 3, 4, 6, 6, 4, 4, 4, 6], 'd': [4, 3, 2, 3, 3], 'r': [224]}",17.32,52.6
"{'wid': None, 'ks': [7, 7, 5, 7, 3, 7, 7, 3, 3, 7, 3, 7, 3, 7, 3, 7, 7, 3, 5, 3], 'e': [3, 3, 3, 3, 6, 6, 3, 4, 6, 3, 6, 3, 4, 6, 3, 3, 6, 6, 3, 3], 'd': [3, 4, 4, 2, 3], 'r': [176]}",17.24,40.89
"{'wid': None, 'ks': [3, 7, 7, 7, 3, 7, 5, 3, 3, 7, 5, 5, 3, 3, 3, 3, 7, 5, 3, 3], 'e': [4, 3, 4, 4, 6, 6, 4, 6, 3, 4, 3, 4, 3, 3, 6, 6, 4, 4, 3, 4], 'd': [3, 2, 4, 3, 3], 'r': [208]}",18.38,46.93
"{'wid': None, 'ks': [5, 3, 3, 3, 7, 7, 5, 5, 7, 7, 7, 3, 5, 5, 7, 3, 3, 3, 3, 3], 'e': [6, 3, 3, 3, 4, 4, 3, 4, 4, 6, 4, 4, 3, 3, 3, 6, 4, 3, 3, 3], 'd': [3, 3, 2, 4, 2], 'r': [224]}",14.09,44.25
"{'wid': None, 'ks': [7, 5, 3, 7, 5, 7, 7, 7, 7, 3, 3, 3, 3, 7, 7, 7, 7, 3, 5, 5], 'e': [6, 3, 3, 4, 6, 4, 4, 3, 4, 3, 3, 3, 4, 4, 6, 6, 4, 3, 6, 6], 'd': [2, 2, 3, 4, 4], 'r': [208]}",15.16,46.04
"{'wid': None, 'ks': [3, 5, 3, 5, 7, 5, 3, 7, 3, 3, 3, 5, 7, 7, 5, 3, 3, 5, 3, 7], 'e': [3, 3, 4, 3, 6, 6, 4, 6, 4, 3, 4, 4, 6, 6, 3, 4, 3, 4, 3, 3], 'd': [2, 2, 3, 2, 4], 'r': [208]}",14.8,38.52
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 7, 3, 7, 3, 7, 5, 7, 5, 7, 3, 7, 7, 3, 7, 3], 'e': [6, 6, 3, 6, 4, 6, 3, 6, 6, 6, 6, 3, 4, 6, 3, 6, 6, 6, 3, 6], 'd': [2, 4, 3, 4, 3], 'r': [208]}",15.08,49.29
"{'wid': None, 'ks': [5, 7, 5, 5, 7, 3, 7, 3, 3, 5, 7, 3, 7, 5, 3, 7, 3, 7, 7, 5], 'e': [6, 3, 6, 6, 6, 4, 6, 6, 6, 3, 4, 6, 6, 3, 3, 6, 4, 6, 4, 3], 'd': [2, 3, 2, 2, 3], 'r': [208]}",11.66,38.04
"{'wid': None, 'ks': [3, 5, 7, 7, 5, 7, 3, 7, 3, 3, 3, 5, 5, 5, 5, 5, 5, 3, 3, 3], 'e': [3, 4, 3, 6, 4, 6, 4, 6, 4, 3, 3, 6, 6, 3, 6, 4, 3, 6, 6, 4], 'd': [3, 4, 2, 4, 3], 'r': [208]}",15.74,47.08
"{'wid': None, 'ks': [7, 7, 7, 3, 5, 3, 3, 5, 7, 5, 3, 7, 5, 3, 3, 7, 5, 3, 3, 7], 'e': [4, 4, 3, 3, 3, 3, 6, 6, 3, 4, 6, 3, 4, 3, 6, 4, 6, 6, 6, 3], 'd': [2, 2, 2, 3, 2], 'r': [208]}",12.05,37.04
"{'wid': None, 'ks': [7, 7, 7, 5, 3, 5, 7, 3, 5, 3, 5, 3, 7, 3, 3, 5, 5, 3, 5, 7], 'e': [4, 3, 4, 6, 3, 6, 3, 4, 6, 6, 4, 3, 4, 4, 3, 6, 6, 4, 3, 6], 'd': [3, 4, 3, 2, 4], 'r': [224]}",16.2,50.3
"{'wid': None, 'ks': [3, 7, 7, 5, 5, 5, 7, 3, 3, 5, 5, 7, 3, 5, 7, 7, 3, 5, 7, 3], 'e': [6, 4, 3, 4, 3, 4, 4, 4, 3, 4, 4, 6, 6, 4, 3, 4, 3, 3, 4, 3], 'd': [2, 3, 2, 3, 3], 'r': [160]}",13.28,32.02
"{'wid': None, 'ks': [3, 3, 7, 5, 5, 3, 5, 7, 3, 7, 7, 7, 7, 5, 5, 3, 5, 3, 5, 3], 'e': [3, 3, 3, 6, 3, 3, 3, 6, 6, 3, 3, 4, 3, 4, 4, 6, 6, 4, 6, 3], 'd': [3, 2, 2, 3, 2], 'r': [208]}",13.5,36.65
"{'wid': None, 'ks': [5, 3, 3, 3, 3, 5, 3, 7, 5, 3, 7, 7, 5, 5, 7, 5, 3, 5, 3, 5], 'e': [3, 6, 4, 6, 3, 6, 6, 3, 3, 3, 4, 3, 6, 4, 4, 6, 4, 3, 6, 6], 'd': [4, 4, 2, 4, 3], 'r': [224]}",20.1,54.28
"{'wid': None, 'ks': [3, 5, 3, 3, 5, 3, 3, 5, 5, 5, 5, 5, 3, 3, 7, 7, 7, 7, 3, 5], 'e': [6, 3, 3, 6, 4, 6, 3, 6, 6, 3, 4, 4, 3, 3, 3, 4, 6, 6, 4, 3], 'd': [3, 4, 3, 4, 4], 'r': [176]}",16.44,43.73
"{'wid': None, 'ks': [3, 7, 7, 3, 5, 7, 3, 3, 3, 7, 5, 7, 7, 3, 3, 5, 5, 5, 3, 5], 'e': [6, 4, 3, 4, 6, 6, 6, 3, 6, 6, 6, 3, 3, 4, 6, 4, 4, 3, 3, 6], 'd': [4, 3, 2, 2, 3], 'r': [176]}",15.32,40.97
"{'wid': None, 'ks': [5, 7, 7, 3, 3, 7, 7, 3, 5, 7, 3, 5, 3, 5, 5, 5, 3, 3, 7, 5], 'e': [6, 6, 4, 4, 4, 4, 6, 3, 3, 3, 6, 3, 4, 4, 6, 3, 6, 4, 6, 6], 'd': [3, 4, 3, 3, 2], 'r': [192]}",20.18,46.75
"{'wid': None, 'ks': [5, 7, 3, 5, 3, 7, 5, 3, 5, 5, 7, 7, 7, 7, 3, 7, 3, 7, 5, 5], 'e': [4, 6, 6, 3, 4, 3, 6, 3, 6, 4, 3, 6, 4, 4, 4, 3, 3, 3, 4, 3], 'd': [4, 3, 3, 3, 4], 'r': [224]}",15.52,50.19
"{'wid': None, 'ks': [5, 7, 5, 7, 7, 5, 5, 7, 5, 3, 7, 5, 3, 5, 5, 3, 5, 5, 3, 3], 'e': [3, 3, 3, 4, 6, 6, 4, 3, 3, 4, 6, 6, 3, 3, 6, 3, 3, 6, 3, 3], 'd': [3, 3, 2, 3, 4], 'r': [208]}",16.87,44.87
"{'wid': None, 'ks': [3, 5, 5, 7, 5, 5, 5, 7, 5, 3, 7, 5, 3, 3, 5, 7, 7, 7, 3, 5], 'e': [3, 3, 6, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 6, 3, 4, 3, 3, 4, 3], 'd': [3, 3, 3, 4, 3], 'r': [224]}",14.43,46.23
"{'wid': None, 'ks': [7, 5, 7, 3, 3, 3, 7, 7, 5, 7, 7, 7, 3, 5, 5, 5, 3, 5, 3, 7], 'e': [3, 6, 4, 4, 4, 3, 6, 4, 6, 6, 3, 4, 3, 3, 4, 4, 6, 4, 4, 4], 'd': [4, 3, 3, 4, 3], 'r': [224]}",15.98,50.99
"{'wid': None, 'ks': [7, 5, 5, 3, 7, 7, 7, 7, 3, 3, 7, 3, 3, 7, 7, 5, 7, 5, 7, 5], 'e': [6, 6, 3, 3, 6, 4, 4, 3, 3, 6, 4, 4, 3, 6, 3, 6, 3, 3, 6, 3], 'd': [3, 4, 2, 2, 2], 'r': [176]}",11.97,34.86
"{'wid': None, 'ks': [7, 5, 3, 7, 3, 7, 3, 3, 5, 3, 7, 7, 3, 7, 7, 3, 3, 7, 5, 3], 'e': [4, 3, 6, 4, 3, 4, 6, 4, 3, 3, 4, 4, 6, 4, 6, 4, 6, 4, 6, 4], 'd': [2, 4, 2, 3, 2], 'r': [176]}",13.55,34.54
"{'wid': None, 'ks': [3, 5, 5, 7, 3, 3, 3, 7, 7, 7, 3, 3, 5, 3, 7, 7, 3, 7, 5, 7], 'e': [6, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 3, 4, 6, 4, 6, 3], 'd': [3, 2, 3, 3, 3], 'r': [176]}",13.03,40.1
"{'wid': None, 'ks': [5, 5, 7, 3, 5, 7, 7, 5, 3, 5, 5, 3, 5, 3, 3, 3, 7, 3, 7, 5], 'e': [3, 4, 6, 6, 3, 6, 3, 4, 4, 4, 4, 4, 3, 4, 6, 6, 3, 6, 6, 4], 'd': [4, 2, 3, 3, 2], 'r': [192]}",14.48,42.34
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 5, 5, 5, 3, 7, 3, 3, 7, 3, 5, 3, 3, 5, 3, 7], 'e': [3, 4, 6, 4, 4, 6, 6, 3, 3, 6, 6, 6, 4, 6, 6, 3, 3, 6, 6, 6], 'd': [4, 4, 4, 3, 2], 'r': [224]}",15.08,50.89
"{'wid': None, 'ks': [3, 7, 5, 7, 5, 7, 7, 7, 7, 5, 5, 7, 7, 5, 3, 5, 3, 7, 3, 7], 'e': [4, 3, 4, 4, 6, 6, 3, 3, 3, 3, 3, 3, 4, 3, 3, 6, 4, 4, 4, 6], 'd': [4, 2, 4, 2, 3], 'r': [192]}",15.84,40.83
"{'wid': None, 'ks': [7, 3, 5, 7, 5, 7, 3, 5, 7, 5, 3, 3, 3, 5, 7, 7, 7, 5, 7, 5], 'e': [4, 3, 6, 6, 6, 3, 3, 3, 6, 4, 6, 3, 6, 6, 4, 6, 4, 6, 6, 6], 'd': [4, 2, 2, 4, 2], 'r': [176]}",12.97,39.04
"{'wid': None, 'ks': [7, 5, 7, 5, 3, 5, 5, 5, 5, 3, 3, 5, 5, 7, 7, 7, 5, 3, 7, 7], 'e': [3, 4, 3, 6, 6, 6, 3, 6, 4, 3, 3, 4, 6, 3, 6, 3, 3, 6, 6, 6], 'd': [4, 4, 3, 2, 2], 'r': [208]}",13.0,42.29
"{'wid': None, 'ks': [5, 7, 7, 7, 5, 5, 5, 5, 3, 3, 5, 3, 3, 5, 3, 3, 7, 7, 7, 3], 'e': [4, 6, 6, 6, 4, 3, 3, 4, 4, 3, 6, 4, 4, 6, 6, 4, 3, 4, 6, 3], 'd': [3, 4, 2, 4, 4], 'r': [160]}",16.23,42.64
"{'wid': None, 'ks': [7, 7, 3, 3, 3, 7, 7, 3, 5, 3, 3, 7, 5, 3, 3, 5, 7, 3, 5, 3], 'e': [3, 6, 3, 3, 6, 3, 4, 6, 4, 4, 4, 4, 3, 4, 6, 3, 4, 6, 4, 4], 'd': [2, 3, 2, 4, 3], 'r': [224]}",13.4,43.84
"{'wid': None, 'ks': [7, 7, 5, 5, 5, 3, 7, 5, 7, 3, 7, 5, 5, 3, 7, 3, 7, 5, 5, 7], 'e': [3, 3, 4, 6, 6, 4, 4, 3, 6, 4, 3, 6, 4, 3, 6, 3, 4, 6, 6, 3], 'd': [3, 3, 3, 3, 3], 'r': [192]}",16.89,42.86
"{'wid': None, 'ks': [7, 5, 5, 5, 5, 3, 5, 5, 7, 5, 3, 3, 5, 7, 3, 5, 5, 7, 5, 7], 'e': [6, 3, 3, 3, 4, 6, 4, 3, 4, 6, 6, 4, 4, 6, 3, 6, 3, 3, 6, 4], 'd': [3, 3, 2, 2, 4], 'r': [192]}",13.6,42.75
"{'wid': None, 'ks': [7, 3, 3, 3, 7, 7, 3, 3, 3, 3, 5, 5, 5, 5, 3, 5, 5, 7, 7, 5], 'e': [4, 3, 4, 4, 3, 4, 4, 4, 4, 6, 6, 4, 6, 3, 6, 6, 4, 4, 3, 6], 'd': [4, 4, 3, 4, 4], 'r': [224]}",17.15,57.01
