arch_config,gpu latency,cpu latency
"{'wid': None, 'ks': [7, 5, 5, 7, 5, 7, 3, 5, 7, 7, 7, 5, 5, 7, 7, 5, 7, 7, 5, 3], 'e': [3, 4, 4, 6, 4, 6, 3, 3, 4, 6, 3, 4, 4, 4, 3, 6, 3, 3, 4, 6], 'd': [3, 2, 4, 4, 4], 'r': [176]}",15.33,81.28
"{'wid': None, 'ks': [7, 5, 5, 7, 5, 7, 3, 5, 7, 7, 7, 5, 5, 7, 7, 5, 7, 7, 5, 3], 'e': [3, 4, 4, 6, 4, 6, 3, 3, 4, 6, 3, 4, 4, 4, 3, 6, 3, 3, 4, 6], 'd': [3, 2, 4, 4, 4], 'r': [192]}",17.35,91.61
"{'wid': None, 'ks': [7, 5, 5, 7, 5, 7, 3, 5, 7, 7, 7, 5, 5, 7, 7, 5, 7, 7, 5, 3], 'e': [3, 4, 4, 6, 4, 6, 3, 3, 4, 6, 3, 4, 4, 4, 3, 6, 3, 3, 4, 6], 'd': [3, 2, 4, 4, 4], 'r': [208]}",16.98,102.47
"{'wid': None, 'ks': [7, 5, 5, 7, 5, 7, 3, 5, 7, 7, 7, 5, 5, 7, 7, 5, 7, 7, 5, 3], 'e': [3, 4, 4, 6, 4, 6, 3, 3, 4, 6, 3, 4, 4, 4, 3, 6, 3, 3, 4, 6], 'd': [3, 2, 4, 4, 4], 'r': [224]}",15.26,90.69
"{'wid': None, 'ks': [7, 5, 7, 7, 5, 3, 7, 5, 3, 7, 7, 3, 5, 3, 5, 7, 3, 3, 7, 5], 'e': [6, 3, 3, 3, 6, 6, 3, 3, 3, 4, 4, 6, 6, 4, 4, 4, 3, 4, 4, 4], 'd': [2, 2, 2, 3, 2], 'r': [160]}",10.55,53.56
"{'wid': None, 'ks': [7, 5, 7, 7, 5, 3, 7, 5, 3, 7, 7, 3, 5, 3, 5, 7, 3, 3, 7, 5], 'e': [6, 3, 3, 3, 6, 6, 3, 3, 3, 4, 4, 6, 6, 4, 4, 4, 3, 4, 4, 4], 'd': [2, 2, 2, 3, 2], 'r': [176]}",10.63,53.25
"{'wid': None, 'ks': [7, 5, 7, 7, 5, 3, 7, 5, 3, 7, 7, 3, 5, 3, 5, 7, 3, 3, 7, 5], 'e': [6, 3, 3, 3, 6, 6, 3, 3, 3, 4, 4, 6, 6, 4, 4, 4, 3, 4, 4, 4], 'd': [2, 2, 2, 3, 2], 'r': [192]}",12.02,59.93
"{'wid': None, 'ks': [7, 5, 7, 7, 5, 3, 7, 5, 3, 7, 7, 3, 5, 3, 5, 7, 3, 3, 7, 5], 'e': [6, 3, 3, 3, 6, 6, 3, 3, 3, 4, 4, 6, 6, 4, 4, 4, 3, 4, 4, 4], 'd': [2, 2, 2, 3, 2], 'r': [208]}",11.81,84.73
"{'wid': None, 'ks': [7, 5, 7, 7, 5, 3, 7, 5, 3, 7, 7, 3, 5, 3, 5, 7, 3, 3, 7, 5], 'e': [6, 3, 3, 3, 6, 6, 3, 3, 3, 4, 4, 6, 6, 4, 4, 4, 3, 4, 4, 4], 'd': [2, 2, 2, 3, 2], 'r': [224]}",13.09,78.84
"{'wid': None, 'ks': [5, 3, 3, 7, 7, 7, 5, 5, 7, 7, 7, 7, 3, 3, 7, 5, 5, 3, 5, 7], 'e': [4, 4, 3, 6, 6, 4, 4, 3, 6, 4, 3, 6, 6, 4, 4, 6, 3, 3, 4, 3], 'd': [4, 3, 2, 4, 4], 'r': [160]}",14.59,67.75
"{'wid': None, 'ks': [5, 3, 3, 7, 7, 7, 5, 5, 7, 7, 7, 7, 3, 3, 7, 5, 5, 3, 5, 7], 'e': [4, 4, 3, 6, 6, 4, 4, 3, 6, 4, 3, 6, 6, 4, 4, 6, 3, 3, 4, 3], 'd': [4, 3, 2, 4, 4], 'r': [176]}",15.74,81.5
"{'wid': None, 'ks': [5, 3, 3, 7, 7, 7, 5, 5, 7, 7, 7, 7, 3, 3, 7, 5, 5, 3, 5, 7], 'e': [4, 4, 3, 6, 6, 4, 4, 3, 6, 4, 3, 6, 6, 4, 4, 6, 3, 3, 4, 3], 'd': [4, 3, 2, 4, 4], 'r': [192]}",14.74,76.27
"{'wid': None, 'ks': [5, 3, 3, 7, 7, 7, 5, 5, 7, 7, 7, 7, 3, 3, 7, 5, 5, 3, 5, 7], 'e': [4, 4, 3, 6, 6, 4, 4, 3, 6, 4, 3, 6, 6, 4, 4, 6, 3, 3, 4, 3], 'd': [4, 3, 2, 4, 4], 'r': [208]}",14.83,87.79
"{'wid': None, 'ks': [5, 3, 3, 7, 7, 7, 5, 5, 7, 7, 7, 7, 3, 3, 7, 5, 5, 3, 5, 7], 'e': [4, 4, 3, 6, 6, 4, 4, 3, 6, 4, 3, 6, 6, 4, 4, 6, 3, 3, 4, 3], 'd': [4, 3, 2, 4, 4], 'r': [224]}",15.4,85.83
"{'wid': None, 'ks': [3, 3, 7, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 3, 5, 5, 7, 5, 7, 3], 'e': [4, 3, 3, 4, 4, 6, 3, 3, 4, 4, 6, 4, 6, 3, 4, 6, 6, 4, 3, 6], 'd': [4, 2, 3, 2, 4], 'r': [160]}",12.98,62.86
"{'wid': None, 'ks': [3, 3, 7, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 3, 5, 5, 7, 5, 7, 3], 'e': [4, 3, 3, 4, 4, 6, 3, 3, 4, 4, 6, 4, 6, 3, 4, 6, 6, 4, 3, 6], 'd': [4, 2, 3, 2, 4], 'r': [176]}",12.28,66.97
"{'wid': None, 'ks': [3, 3, 7, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 3, 5, 5, 7, 5, 7, 3], 'e': [4, 3, 3, 4, 4, 6, 3, 3, 4, 4, 6, 4, 6, 3, 4, 6, 6, 4, 3, 6], 'd': [4, 2, 3, 2, 4], 'r': [192]}",16.51,85.25
"{'wid': None, 'ks': [3, 3, 7, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 3, 5, 5, 7, 5, 7, 3], 'e': [4, 3, 3, 4, 4, 6, 3, 3, 4, 4, 6, 4, 6, 3, 4, 6, 6, 4, 3, 6], 'd': [4, 2, 3, 2, 4], 'r': [208]}",14.64,84.75
"{'wid': None, 'ks': [3, 3, 7, 5, 7, 3, 5, 7, 3, 5, 7, 5, 3, 3, 5, 5, 7, 5, 7, 3], 'e': [4, 3, 3, 4, 4, 6, 3, 3, 4, 4, 6, 4, 6, 3, 4, 6, 6, 4, 3, 6], 'd': [4, 2, 3, 2, 4], 'r': [224]}",14.14,82.08
"{'wid': None, 'ks': [7, 7, 7, 7, 3, 3, 5, 7, 5, 5, 5, 3, 5, 7, 5, 3, 5, 3, 7, 3], 'e': [4, 6, 6, 4, 4, 6, 6, 4, 3, 4, 4, 4, 3, 6, 6, 4, 4, 3, 4, 6], 'd': [4, 4, 2, 3, 4], 'r': [160]}",16.51,86.52
"{'wid': None, 'ks': [7, 7, 7, 7, 3, 3, 5, 7, 5, 5, 5, 3, 5, 7, 5, 3, 5, 3, 7, 3], 'e': [4, 6, 6, 4, 4, 6, 6, 4, 3, 4, 4, 4, 3, 6, 6, 4, 4, 3, 4, 6], 'd': [4, 4, 2, 3, 4], 'r': [176]}",15.02,90.24
"{'wid': None, 'ks': [7, 7, 7, 7, 3, 3, 5, 7, 5, 5, 5, 3, 5, 7, 5, 3, 5, 3, 7, 3], 'e': [4, 6, 6, 4, 4, 6, 6, 4, 3, 4, 4, 4, 3, 6, 6, 4, 4, 3, 4, 6], 'd': [4, 4, 2, 3, 4], 'r': [192]}",17.42,86.68
"{'wid': None, 'ks': [7, 7, 7, 7, 3, 3, 5, 7, 5, 5, 5, 3, 5, 7, 5, 3, 5, 3, 7, 3], 'e': [4, 6, 6, 4, 4, 6, 6, 4, 3, 4, 4, 4, 3, 6, 6, 4, 4, 3, 4, 6], 'd': [4, 4, 2, 3, 4], 'r': [208]}",18.66,97.91
"{'wid': None, 'ks': [7, 7, 7, 7, 3, 3, 5, 7, 5, 5, 5, 3, 5, 7, 5, 3, 5, 3, 7, 3], 'e': [4, 6, 6, 4, 4, 6, 6, 4, 3, 4, 4, 4, 3, 6, 6, 4, 4, 3, 4, 6], 'd': [4, 4, 2, 3, 4], 'r': [224]}",15.9,94.6
"{'wid': None, 'ks': [3, 7, 5, 7, 7, 3, 3, 3, 7, 5, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5], 'e': [6, 3, 4, 6, 4, 3, 4, 6, 4, 3, 6, 4, 4, 6, 6, 6, 3, 6, 4, 3], 'd': [3, 2, 3, 4, 4], 'r': [160]}",14.06,67.03
"{'wid': None, 'ks': [3, 7, 5, 7, 7, 3, 3, 3, 7, 5, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5], 'e': [6, 3, 4, 6, 4, 3, 4, 6, 4, 3, 6, 4, 4, 6, 6, 6, 3, 6, 4, 3], 'd': [3, 2, 3, 4, 4], 'r': [176]}",14.96,83.87
"{'wid': None, 'ks': [3, 7, 5, 7, 7, 3, 3, 3, 7, 5, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5], 'e': [6, 3, 4, 6, 4, 3, 4, 6, 4, 3, 6, 4, 4, 6, 6, 6, 3, 6, 4, 3], 'd': [3, 2, 3, 4, 4], 'r': [192]}",15.47,86.21
"{'wid': None, 'ks': [3, 7, 5, 7, 7, 3, 3, 3, 7, 5, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5], 'e': [6, 3, 4, 6, 4, 3, 4, 6, 4, 3, 6, 4, 4, 6, 6, 6, 3, 6, 4, 3], 'd': [3, 2, 3, 4, 4], 'r': [208]}",15.19,87.37
"{'wid': None, 'ks': [3, 7, 5, 7, 7, 3, 3, 3, 7, 5, 5, 5, 7, 7, 5, 5, 3, 7, 7, 5], 'e': [6, 3, 4, 6, 4, 3, 4, 6, 4, 3, 6, 4, 4, 6, 6, 6, 3, 6, 4, 3], 'd': [3, 2, 3, 4, 4], 'r': [224]}",14.94,86.74
"{'wid': None, 'ks': [7, 3, 3, 5, 3, 3, 7, 7, 5, 7, 5, 7, 7, 3, 3, 7, 3, 7, 3, 7], 'e': [4, 3, 3, 3, 3, 4, 3, 4, 6, 6, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6], 'd': [4, 2, 2, 2, 3], 'r': [160]}",12.03,58.11
"{'wid': None, 'ks': [7, 3, 3, 5, 3, 3, 7, 7, 5, 7, 5, 7, 7, 3, 3, 7, 3, 7, 3, 7], 'e': [4, 3, 3, 3, 3, 4, 3, 4, 6, 6, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6], 'd': [4, 2, 2, 2, 3], 'r': [176]}",11.41,62.3
"{'wid': None, 'ks': [7, 3, 3, 5, 3, 3, 7, 7, 5, 7, 5, 7, 7, 3, 3, 7, 3, 7, 3, 7], 'e': [4, 3, 3, 3, 3, 4, 3, 4, 6, 6, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6], 'd': [4, 2, 2, 2, 3], 'r': [192]}",13.41,79.22
"{'wid': None, 'ks': [7, 3, 3, 5, 3, 3, 7, 7, 5, 7, 5, 7, 7, 3, 3, 7, 3, 7, 3, 7], 'e': [4, 3, 3, 3, 3, 4, 3, 4, 6, 6, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6], 'd': [4, 2, 2, 2, 3], 'r': [208]}",14.28,71.55
"{'wid': None, 'ks': [7, 3, 3, 5, 3, 3, 7, 7, 5, 7, 5, 7, 7, 3, 3, 7, 3, 7, 3, 7], 'e': [4, 3, 3, 3, 3, 4, 3, 4, 6, 6, 3, 3, 3, 4, 4, 6, 3, 4, 6, 6], 'd': [4, 2, 2, 2, 3], 'r': [224]}",10.74,67.59
"{'wid': None, 'ks': [5, 5, 3, 5, 5, 3, 7, 7, 7, 3, 5, 7, 7, 3, 7, 3, 5, 3, 3, 5], 'e': [4, 4, 6, 4, 4, 3, 3, 6, 4, 3, 6, 4, 6, 4, 6, 3, 3, 3, 4, 6], 'd': [4, 4, 2, 4, 3], 'r': [160]}",14.77,72.22
"{'wid': None, 'ks': [5, 5, 3, 5, 5, 3, 7, 7, 7, 3, 5, 7, 7, 3, 7, 3, 5, 3, 3, 5], 'e': [4, 4, 6, 4, 4, 3, 3, 6, 4, 3, 6, 4, 6, 4, 6, 3, 3, 3, 4, 6], 'd': [4, 4, 2, 4, 3], 'r': [176]}",17.96,76.12
"{'wid': None, 'ks': [5, 5, 3, 5, 5, 3, 7, 7, 7, 3, 5, 7, 7, 3, 7, 3, 5, 3, 3, 5], 'e': [4, 4, 6, 4, 4, 3, 3, 6, 4, 3, 6, 4, 6, 4, 6, 3, 3, 3, 4, 6], 'd': [4, 4, 2, 4, 3], 'r': [192]}",17.3,80.55
"{'wid': None, 'ks': [5, 5, 3, 5, 5, 3, 7, 7, 7, 3, 5, 7, 7, 3, 7, 3, 5, 3, 3, 5], 'e': [4, 4, 6, 4, 4, 3, 3, 6, 4, 3, 6, 4, 6, 4, 6, 3, 3, 3, 4, 6], 'd': [4, 4, 2, 4, 3], 'r': [208]}",18.42,105.41
"{'wid': None, 'ks': [5, 5, 3, 5, 5, 3, 7, 7, 7, 3, 5, 7, 7, 3, 7, 3, 5, 3, 3, 5], 'e': [4, 4, 6, 4, 4, 3, 3, 6, 4, 3, 6, 4, 6, 4, 6, 3, 3, 3, 4, 6], 'd': [4, 4, 2, 4, 3], 'r': [224]}",15.21,90.63
"{'wid': None, 'ks': [7, 7, 5, 7, 3, 5, 3, 3, 7, 7, 5, 3, 7, 7, 3, 5, 7, 7, 3, 3], 'e': [4, 4, 4, 3, 3, 3, 6, 4, 6, 6, 4, 6, 3, 4, 6, 6, 3, 4, 6, 6], 'd': [2, 4, 4, 2, 3], 'r': [160]}",13.06,64.89
"{'wid': None, 'ks': [7, 7, 5, 7, 3, 5, 3, 3, 7, 7, 5, 3, 7, 7, 3, 5, 7, 7, 3, 3], 'e': [4, 4, 4, 3, 3, 3, 6, 4, 6, 6, 4, 6, 3, 4, 6, 6, 3, 4, 6, 6], 'd': [2, 4, 4, 2, 3], 'r': [176]}",16.7,76.8
"{'wid': None, 'ks': [7, 7, 5, 7, 3, 5, 3, 3, 7, 7, 5, 3, 7, 7, 3, 5, 7, 7, 3, 3], 'e': [4, 4, 4, 3, 3, 3, 6, 4, 6, 6, 4, 6, 3, 4, 6, 6, 3, 4, 6, 6], 'd': [2, 4, 4, 2, 3], 'r': [192]}",14.28,75.88
"{'wid': None, 'ks': [7, 7, 5, 7, 3, 5, 3, 3, 7, 7, 5, 3, 7, 7, 3, 5, 7, 7, 3, 3], 'e': [4, 4, 4, 3, 3, 3, 6, 4, 6, 6, 4, 6, 3, 4, 6, 6, 3, 4, 6, 6], 'd': [2, 4, 4, 2, 3], 'r': [208]}",16.27,88.74
"{'wid': None, 'ks': [7, 7, 5, 7, 3, 5, 3, 3, 7, 7, 5, 3, 7, 7, 3, 5, 7, 7, 3, 3], 'e': [4, 4, 4, 3, 3, 3, 6, 4, 6, 6, 4, 6, 3, 4, 6, 6, 3, 4, 6, 6], 'd': [2, 4, 4, 2, 3], 'r': [224]}",14.29,81.19
"{'wid': None, 'ks': [3, 5, 5, 3, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 7, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 3, 4, 3, 6, 3, 4, 6, 4, 4, 4, 4, 3, 3, 3, 3, 6, 3], 'd': [4, 2, 4, 3, 4], 'r': [160]}",17.98,71.35
"{'wid': None, 'ks': [3, 5, 5, 3, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 7, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 3, 4, 3, 6, 3, 4, 6, 4, 4, 4, 4, 3, 3, 3, 3, 6, 3], 'd': [4, 2, 4, 3, 4], 'r': [176]}",17.68,89.63
"{'wid': None, 'ks': [3, 5, 5, 3, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 7, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 3, 4, 3, 6, 3, 4, 6, 4, 4, 4, 4, 3, 3, 3, 3, 6, 3], 'd': [4, 2, 4, 3, 4], 'r': [192]}",15.12,77.97
"{'wid': None, 'ks': [3, 5, 5, 3, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 7, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 3, 4, 3, 6, 3, 4, 6, 4, 4, 4, 4, 3, 3, 3, 3, 6, 3], 'd': [4, 2, 4, 3, 4], 'r': [208]}",15.23,82.89
"{'wid': None, 'ks': [3, 5, 5, 3, 5, 5, 5, 3, 5, 5, 3, 5, 5, 5, 7, 7, 5, 3, 5, 3], 'e': [4, 4, 4, 3, 4, 3, 6, 3, 4, 6, 4, 4, 4, 4, 3, 3, 3, 3, 6, 3], 'd': [4, 2, 4, 3, 4], 'r': [224]}",14.16,93.78
"{'wid': None, 'ks': [7, 7, 7, 3, 5, 7, 5, 5, 7, 3, 7, 5, 7, 5, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 6, 6, 4, 3, 3, 4, 6, 6, 4, 4, 4, 3, 4, 6, 3, 4, 3, 6], 'd': [4, 2, 3, 3, 2], 'r': [160]}",12.28,66.36
"{'wid': None, 'ks': [7, 7, 7, 3, 5, 7, 5, 5, 7, 3, 7, 5, 7, 5, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 6, 6, 4, 3, 3, 4, 6, 6, 4, 4, 4, 3, 4, 6, 3, 4, 3, 6], 'd': [4, 2, 3, 3, 2], 'r': [176]}",14.41,73.57
"{'wid': None, 'ks': [7, 7, 7, 3, 5, 7, 5, 5, 7, 3, 7, 5, 7, 5, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 6, 6, 4, 3, 3, 4, 6, 6, 4, 4, 4, 3, 4, 6, 3, 4, 3, 6], 'd': [4, 2, 3, 3, 2], 'r': [192]}",12.52,74.54
"{'wid': None, 'ks': [7, 7, 7, 3, 5, 7, 5, 5, 7, 3, 7, 5, 7, 5, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 6, 6, 4, 3, 3, 4, 6, 6, 4, 4, 4, 3, 4, 6, 3, 4, 3, 6], 'd': [4, 2, 3, 3, 2], 'r': [208]}",11.66,72.22
"{'wid': None, 'ks': [7, 7, 7, 3, 5, 7, 5, 5, 7, 3, 7, 5, 7, 5, 3, 5, 7, 5, 3, 5], 'e': [4, 3, 6, 6, 4, 3, 3, 4, 6, 6, 4, 4, 4, 3, 4, 6, 3, 4, 3, 6], 'd': [4, 2, 3, 3, 2], 'r': [224]}",11.35,73.13
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 7, 3, 3, 7, 3, 5, 3, 7, 5, 7, 3, 7, 5, 5], 'e': [3, 3, 4, 3, 4, 6, 6, 3, 4, 3, 4, 3, 4, 6, 4, 3, 4, 6, 4, 3], 'd': [3, 3, 4, 4, 4], 'r': [160]}",15.76,70.46
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 7, 3, 3, 7, 3, 5, 3, 7, 5, 7, 3, 7, 5, 5], 'e': [3, 3, 4, 3, 4, 6, 6, 3, 4, 3, 4, 3, 4, 6, 4, 3, 4, 6, 4, 3], 'd': [3, 3, 4, 4, 4], 'r': [176]}",15.46,84.83
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 7, 3, 3, 7, 3, 5, 3, 7, 5, 7, 3, 7, 5, 5], 'e': [3, 3, 4, 3, 4, 6, 6, 3, 4, 3, 4, 3, 4, 6, 4, 3, 4, 6, 4, 3], 'd': [3, 3, 4, 4, 4], 'r': [192]}",16.52,88.35
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 7, 3, 3, 7, 3, 5, 3, 7, 5, 7, 3, 7, 5, 5], 'e': [3, 3, 4, 3, 4, 6, 6, 3, 4, 3, 4, 3, 4, 6, 4, 3, 4, 6, 4, 3], 'd': [3, 3, 4, 4, 4], 'r': [208]}",16.32,92.27
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 5, 7, 3, 3, 7, 3, 5, 3, 7, 5, 7, 3, 7, 5, 5], 'e': [3, 3, 4, 3, 4, 6, 6, 3, 4, 3, 4, 3, 4, 6, 4, 3, 4, 6, 4, 3], 'd': [3, 3, 4, 4, 4], 'r': [224]}",17.15,96.66
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 5, 3, 7, 5, 3, 5, 7, 3, 7, 7, 3, 5, 3, 5, 3], 'e': [4, 3, 3, 3, 4, 4, 3, 6, 3, 4, 4, 3, 3, 4, 4, 3, 3, 3, 4, 4], 'd': [4, 4, 3, 3, 2], 'r': [160]}",13.26,63.58
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 5, 3, 7, 5, 3, 5, 7, 3, 7, 7, 3, 5, 3, 5, 3], 'e': [4, 3, 3, 3, 4, 4, 3, 6, 3, 4, 4, 3, 3, 4, 4, 3, 3, 3, 4, 4], 'd': [4, 4, 3, 3, 2], 'r': [176]}",13.28,72.0
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 5, 3, 7, 5, 3, 5, 7, 3, 7, 7, 3, 5, 3, 5, 3], 'e': [4, 3, 3, 3, 4, 4, 3, 6, 3, 4, 4, 3, 3, 4, 4, 3, 3, 3, 4, 4], 'd': [4, 4, 3, 3, 2], 'r': [192]}",15.86,73.21
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 5, 3, 7, 5, 3, 5, 7, 3, 7, 7, 3, 5, 3, 5, 3], 'e': [4, 3, 3, 3, 4, 4, 3, 6, 3, 4, 4, 3, 3, 4, 4, 3, 3, 3, 4, 4], 'd': [4, 4, 3, 3, 2], 'r': [208]}",13.37,71.97
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 5, 3, 7, 5, 3, 5, 7, 3, 7, 7, 3, 5, 3, 5, 3], 'e': [4, 3, 3, 3, 4, 4, 3, 6, 3, 4, 4, 3, 3, 4, 4, 3, 3, 3, 4, 4], 'd': [4, 4, 3, 3, 2], 'r': [224]}",13.58,76.26
"{'wid': None, 'ks': [7, 7, 5, 7, 7, 3, 7, 3, 5, 5, 3, 7, 7, 5, 7, 3, 7, 5, 5, 5], 'e': [4, 4, 3, 4, 4, 6, 6, 6, 6, 3, 4, 4, 4, 3, 6, 4, 6, 3, 6, 3], 'd': [3, 4, 4, 3, 3], 'r': [160]}",14.41,69.23
"{'wid': None, 'ks': [7, 7, 5, 7, 7, 3, 7, 3, 5, 5, 3, 7, 7, 5, 7, 3, 7, 5, 5, 5], 'e': [4, 4, 3, 4, 4, 6, 6, 6, 6, 3, 4, 4, 4, 3, 6, 4, 6, 3, 6, 3], 'd': [3, 4, 4, 3, 3], 'r': [176]}",14.96,80.5
"{'wid': None, 'ks': [7, 7, 5, 7, 7, 3, 7, 3, 5, 5, 3, 7, 7, 5, 7, 3, 7, 5, 5, 5], 'e': [4, 4, 3, 4, 4, 6, 6, 6, 6, 3, 4, 4, 4, 3, 6, 4, 6, 3, 6, 3], 'd': [3, 4, 4, 3, 3], 'r': [192]}",15.07,91.15
"{'wid': None, 'ks': [7, 7, 5, 7, 7, 3, 7, 3, 5, 5, 3, 7, 7, 5, 7, 3, 7, 5, 5, 5], 'e': [4, 4, 3, 4, 4, 6, 6, 6, 6, 3, 4, 4, 4, 3, 6, 4, 6, 3, 6, 3], 'd': [3, 4, 4, 3, 3], 'r': [208]}",15.5,87.4
"{'wid': None, 'ks': [7, 7, 5, 7, 7, 3, 7, 3, 5, 5, 3, 7, 7, 5, 7, 3, 7, 5, 5, 5], 'e': [4, 4, 3, 4, 4, 6, 6, 6, 6, 3, 4, 4, 4, 3, 6, 4, 6, 3, 6, 3], 'd': [3, 4, 4, 3, 3], 'r': [224]}",17.37,99.9
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 4, 4, 4, 3, 3, 4, 6, 3, 4, 6, 3, 4, 6, 3, 6], 'd': [4, 2, 4, 2, 4], 'r': [160]}",17.29,78.65
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 4, 4, 4, 3, 3, 4, 6, 3, 4, 6, 3, 4, 6, 3, 6], 'd': [4, 2, 4, 2, 4], 'r': [176]}",13.6,78.53
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 4, 4, 4, 3, 3, 4, 6, 3, 4, 6, 3, 4, 6, 3, 6], 'd': [4, 2, 4, 2, 4], 'r': [192]}",14.32,93.94
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 4, 4, 4, 3, 3, 4, 6, 3, 4, 6, 3, 4, 6, 3, 6], 'd': [4, 2, 4, 2, 4], 'r': [208]}",14.36,86.4
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 3, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 3, 5, 7, 3], 'e': [4, 3, 3, 6, 4, 4, 4, 4, 3, 3, 4, 6, 3, 4, 6, 3, 4, 6, 3, 6], 'd': [4, 2, 4, 2, 4], 'r': [224]}",14.17,86.77
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 7, 3, 3, 3, 3, 3, 3, 7, 7, 5, 3, 5, 7], 'e': [6, 3, 3, 4, 3, 6, 4, 4, 3, 6, 4, 6, 4, 4, 4, 6, 4, 3, 3, 3], 'd': [3, 4, 2, 2, 2], 'r': [160]}",12.07,60.21
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 7, 3, 3, 3, 3, 3, 3, 7, 7, 5, 3, 5, 7], 'e': [6, 3, 3, 4, 3, 6, 4, 4, 3, 6, 4, 6, 4, 4, 4, 6, 4, 3, 3, 3], 'd': [3, 4, 2, 2, 2], 'r': [176]}",13.57,62.21
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 7, 3, 3, 3, 3, 3, 3, 7, 7, 5, 3, 5, 7], 'e': [6, 3, 3, 4, 3, 6, 4, 4, 3, 6, 4, 6, 4, 4, 4, 6, 4, 3, 3, 3], 'd': [3, 4, 2, 2, 2], 'r': [192]}",12.64,64.74
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 7, 3, 3, 3, 3, 3, 3, 7, 7, 5, 3, 5, 7], 'e': [6, 3, 3, 4, 3, 6, 4, 4, 3, 6, 4, 6, 4, 4, 4, 6, 4, 3, 3, 3], 'd': [3, 4, 2, 2, 2], 'r': [208]}",11.86,68.76
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 3, 7, 3, 3, 3, 3, 3, 3, 7, 7, 5, 3, 5, 7], 'e': [6, 3, 3, 4, 3, 6, 4, 4, 3, 6, 4, 6, 4, 4, 4, 6, 4, 3, 3, 3], 'd': [3, 4, 2, 2, 2], 'r': [224]}",11.89,73.05
"{'wid': None, 'ks': [3, 7, 3, 5, 5, 3, 5, 7, 7, 7, 7, 7, 5, 7, 5, 7, 3, 7, 5, 3], 'e': [4, 4, 4, 6, 4, 4, 4, 3, 3, 6, 4, 3, 4, 6, 6, 4, 3, 3, 4, 6], 'd': [4, 3, 3, 2, 4], 'r': [160]}",14.27,72.86
